,customer_id,gender,past_3_years_bike_related_purchases,DOB,age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,postcode,state,country,property_valuation,list_price,standard_cost
618,834,Male,37,1973-04-07,50,Environmental Tech,Financial Services,Mass Customer,N,No,3,3199,VIC,Australia,7,898.8824999999999,718.3075
619,835,Male,85,1968-04-22,55,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,9,2192,NSW,Australia,10,1067.65375,664.41375
620,836,Female,33,1990-04-02,33,Actuary,Financial Services,Mass Customer,N,Yes,9,4210,QLD,Australia,10,890.55,448.44
621,838,Male,27,1971-02-03,52,Financial Advisor,Financial Services,High Net Worth,N,No,15,4350,QLD,Australia,3,931.2049999999999,439.685
622,840,Male,94,1964-06-20,58,VP Sales,Financial Services,Affluent Customer,N,Yes,19,4413,QLD,Australia,3,1357.4933333333333,804.145
623,841,Male,93,1966-09-22,56,Marketing Manager,Manufacturing,Affluent Customer,N,Yes,8,3187,VIC,Australia,11,1562.314285714286,372.3014285714286
624,842,Male,59,1999-08-16,23,Compensation Analyst,Financial Services,High Net Worth,N,No,2,3028,VIC,Australia,6,909.865,375.57
625,843,Male,80,1989-09-05,33,Developer II,Manufacturing,Affluent Customer,N,Yes,9,2166,NSW,Australia,10,681.6983333333334,286.35
626,844,Male,13,1978-01-13,45,Nurse Practicioner,Financial Services,High Net Worth,N,No,9,2680,NSW,Australia,5,1391.5055555555555,865.9144444444444
627,845,Female,51,1973-12-24,49,Associate Professor,Manufacturing,Mass Customer,N,No,3,2527,NSW,Australia,7,909.8575,581.35
628,846,Male,60,1954-03-25,69,Geologist I,Manufacturing,Affluent Customer,N,No,17,2147,NSW,Australia,9,1461.8733333333332,752.0933333333332
629,847,Female,66,1991-05-26,32,Chief Design Engineer,Retail,High Net Worth,N,No,9,2141,NSW,Australia,7,1072.766,601.6475
630,848,Male,79,1979-06-25,43,VP Product Management,Manufacturing,Mass Customer,N,No,13,4215,QLD,Australia,7,1177.76,686.63
631,849,Male,72,1969-09-15,53,Librarian,Entertainment,Mass Customer,N,No,10,4701,QLD,Australia,7,1014.4433333333333,300.40833333333336
632,850,Male,79,2000-09-24,22,Clinical Specialist,Health,Mass Customer,N,No,1,2163,NSW,Australia,9,934.59875,579.75875
633,853,Female,26,1981-10-04,41,Media Manager I,Retail,Mass Customer,N,Yes,16,2650,NSW,Australia,2,1412.3744444444444,605.3011111111111
634,855,Female,74,1974-10-26,48,General Manager,Retail,High Net Worth,N,Yes,16,4415,QLD,Australia,2,1810.415,1047.725
635,856,Male,63,1988-10-01,34,Quality Engineer,Financial Services,Mass Customer,N,Yes,9,3139,VIC,Australia,7,977.8628571428571,561.7700000000001
636,858,Female,79,1980-06-02,43,Internal Auditor,Financial Services,High Net Worth,N,Yes,9,4055,QLD,Australia,7,942.4250000000001,490.99166666666673
637,859,Female,53,1978-08-02,44,Geologist I,Financial Services,Affluent Customer,N,Yes,7,2150,NSW,Australia,10,1163.2966666666669,781.7866666666667
638,861,Female,73,1977-05-24,46,Senior Financial Analyst,Financial Services,High Net Worth,N,No,17,3975,VIC,Australia,8,1045.282,843.414
639,862,Male,83,1977-12-27,45,Information Systems Manager,Argiculture,High Net Worth,N,Yes,16,3147,VIC,Australia,10,774.53,464.72
640,863,Female,19,1961-09-10,61,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,5,3623,VIC,Australia,1,572.0575,396.15250000000003
641,865,Female,73,1965-04-12,58,Desktop Support Technician,Telecommunications,Mass Customer,N,No,19,4356,QLD,Australia,5,1027.557142857143,418.84285714285716
642,868,Female,84,1979-07-18,43,VP Accounting,Financial Services,Mass Customer,N,Yes,11,2768,NSW,Australia,10,1254.9399999999998,332.4683333333333
643,870,Male,63,1964-01-29,59,Pharmacist,Health,Mass Customer,N,No,6,2753,NSW,Australia,9,795.53625,340.34999999999997
644,872,Female,47,1971-04-28,52,Structural Engineer,IT,Mass Customer,N,No,13,2650,NSW,Australia,3,290.62,215.14
645,873,Male,37,1959-12-23,63,Occupational Therapist,Health,Affluent Customer,N,Yes,20,2287,NSW,Australia,7,885.24,239.948
646,875,Male,34,1999-02-23,24,Recruiting Manager,Financial Services,Mass Customer,N,Yes,2,3034,VIC,Australia,9,1155.615,356.12166666666667
647,876,Male,44,1968-10-06,54,Physical Therapy Assistant,IT,High Net Worth,N,No,19,2196,NSW,Australia,10,910.8233333333334,520.4833333333333
648,877,Female,92,1988-05-13,35,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,3,2177,NSW,Australia,8,1020.321111111111,473.78000000000003
649,878,Male,31,1982-11-01,40,Environmental Specialist,Manufacturing,Mass Customer,N,Yes,9,4800,QLD,Australia,5,1510.5966666666666,574.0133333333333
650,884,Male,11,1978-01-30,45,Web Designer IV,Property,Mass Customer,N,No,17,3191,VIC,Australia,10,1820.3483333333334,1287.9779999999998
651,885,Male,20,1966-11-11,56,Statistician IV,Financial Services,Mass Customer,N,No,18,4870,QLD,Australia,8,1209.6466666666665,921.7533333333334
652,886,Female,53,1974-11-15,48,Accounting Assistant III,Health,Mass Customer,N,No,11,2065,NSW,Australia,10,1289.2900000000002,708.1971428571429
653,888,Female,62,1963-11-10,59,Accountant IV,Manufacturing,Mass Customer,N,No,10,4720,QLD,Australia,1,1150.124,694.384
654,889,Male,46,1967-02-19,56,Sales Representative,Retail,Affluent Customer,N,Yes,10,4213,QLD,Australia,9,873.3900000000001,401.852
655,890,Female,55,1974-02-01,49,Dental Hygienist,Health,Mass Customer,N,Yes,15,2026,NSW,Australia,11,1121.4,731.135
656,891,Male,21,1981-08-06,41,Occupational Therapist,Health,High Net Worth,N,Yes,9,3124,VIC,Australia,12,1288.41,848.874
657,893,Male,97,1983-09-11,39,Geologist I,IT,Mass Customer,N,No,16,2148,NSW,Australia,8,1314.6928571428573,619.14
658,894,Female,13,1970-12-18,52,Desktop Support Technician,Financial Services,High Net Worth,N,Yes,9,2165,NSW,Australia,9,939.06,493.52625
659,897,Female,25,1969-01-11,54,Account Executive,Manufacturing,Mass Customer,N,No,11,2153,NSW,Australia,10,1203.6475,633.5057142857142
660,898,Female,53,1977-08-28,45,General Manager,Financial Services,Affluent Customer,N,No,16,2148,NSW,Australia,8,478.16,298.72
661,899,Female,42,1963-08-05,59,Business Systems Development Analyst,Health,Affluent Customer,N,Yes,12,2486,NSW,Australia,7,706.6766666666666,494.2633333333333
662,900,Male,48,1990-08-07,32,Associate Professor,Manufacturing,Mass Customer,N,Yes,5,3228,VIC,Australia,8,611.61,416.435
663,902,Female,37,1989-07-26,33,Staff Scientist,Retail,Mass Customer,N,No,18,2340,NSW,Australia,3,1045.3922222222222,378.38666666666666
664,905,Female,41,1978-02-11,45,Safety Technician II,Manufacturing,Affluent Customer,N,No,12,4506,QLD,Australia,3,850.18625,406.02625
665,906,Male,73,1998-12-30,24,Financial Analyst,Financial Services,High Net Worth,N,Yes,3,3150,VIC,Australia,9,1435.5877777777778,938.4911111111111
666,907,Male,51,1978-12-25,44,Sales Associate,Property,High Net Worth,N,Yes,17,2026,NSW,Australia,9,492.69571428571425,296.92857142857144
667,910,Male,50,1986-04-26,37,Biostatistician I,Financial Services,Mass Customer,N,No,14,2116,NSW,Australia,10,966.275,293.085
668,911,Male,62,1974-10-13,48,Structural Analysis Engineer,Property,Affluent Customer,N,No,3,2747,NSW,Australia,8,758.52,631.85
669,912,Male,37,1968-07-19,54,Sales Representative,Retail,Mass Customer,N,Yes,19,2211,NSW,Australia,10,1029.5028571428572,434.61571428571426
670,914,Male,73,1999-06-16,23,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,2,3124,VIC,Australia,8,1106.764,600.578
671,915,Female,17,1984-09-07,38,Budget/Accounting Analyst IV,Entertainment,Mass Customer,N,No,7,2795,NSW,Australia,5,960.5200000000001,708.4939999999999
672,917,Male,63,1964-05-06,59,VP Product Management,Financial Services,Mass Customer,N,No,19,3188,VIC,Australia,9,931.61,257.49875
673,918,Male,73,1975-02-26,48,Internal Auditor,Health,High Net Worth,N,No,13,3730,VIC,Australia,4,1006.7916666666666,323.692
674,919,Male,48,1987-07-17,35,Registered Nurse,Health,Mass Customer,N,Yes,13,2234,NSW,Australia,10,1189.0044444444445,693.5722222222223
675,920,Male,89,1976-01-19,47,Software Test Engineer IV,Health,Mass Customer,N,Yes,19,2062,NSW,Australia,10,1043.2916666666667,352.5933333333333
676,921,Female,77,1979-12-19,43,Help Desk Technician,Manufacturing,Mass Customer,N,No,7,2027,NSW,Australia,11,1481.5175,542.015
677,922,Female,52,1972-10-10,50,Operator,Financial Services,Mass Customer,N,No,19,3060,VIC,Australia,8,884.41,528.43
678,923,Male,44,1977-06-26,45,Senior Financial Analyst,Financial Services,High Net Worth,N,No,19,4131,QLD,Australia,4,859.8842857142857,383.1471428571429
679,925,Male,42,1978-08-07,44,Accountant IV,Manufacturing,Affluent Customer,N,No,16,2323,NSW,Australia,4,1085.069,703.3588888888888
680,926,Male,18,1965-10-14,57,Professor,Telecommunications,Affluent Customer,N,No,10,2766,NSW,Australia,8,937.93,702.235
681,927,Male,25,1966-02-19,57,Cost Accountant,Financial Services,Mass Customer,N,Yes,18,3199,VIC,Australia,8,1237.37,576.6633333333333
682,929,Male,0,1965-09-04,57,Database Administrator III,Financial Services,Mass Customer,N,Yes,13,3188,VIC,Australia,12,997.158,489.088
683,930,Female,86,1971-11-10,51,Executive Secretary,Retail,Mass Customer,N,Yes,8,2477,NSW,Australia,6,1065.49,663.2533333333333
684,931,Female,59,1999-08-07,23,Design Engineer,Manufacturing,Affluent Customer,N,Yes,1,3143,VIC,Australia,8,1209.3780000000002,631.366
685,933,Female,75,1996-05-19,27,Help Desk Operator,Retail,Mass Customer,N,Yes,5,2195,NSW,Australia,9,1519.73,956.2040000000001
686,934,Male,76,1996-01-22,27,Human Resources Manager,Manufacturing,Mass Customer,N,No,6,2036,NSW,Australia,12,1172.45,560.0
687,936,Male,64,1988-05-16,35,Speech Pathologist,Health,High Net Worth,N,No,3,3400,VIC,Australia,2,1430.0200000000002,659.6116666666667
688,937,Male,65,1985-11-15,37,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No,15,2145,NSW,Australia,8,910.066,374.036
689,938,Female,18,1996-04-06,27,Technical Writer,Retail,Mass Customer,N,No,7,3037,VIC,Australia,7,852.8022222222222,317.3544444444444
690,939,Male,53,1961-01-10,62,Product Engineer,Manufacturing,Mass Customer,N,No,6,2233,NSW,Australia,9,1280.255,825.6875
691,940,Female,3,1987-06-16,35,Administrative Officer,Manufacturing,Mass Customer,N,No,9,4570,QLD,Australia,2,1234.484,583.2560000000001
692,941,Male,13,1995-02-02,28,Recruiting Manager,Financial Services,Affluent Customer,N,Yes,1,4507,QLD,Australia,8,1789.846,622.951
693,942,Female,31,1974-02-07,49,Director of Sales,Financial Services,Mass Customer,N,Yes,14,4220,QLD,Australia,8,1027.78,312.9125
694,943,Male,94,1979-09-17,43,Legal Assistant,Property,Affluent Customer,N,Yes,15,2113,NSW,Australia,11,1348.8714285714286,486.2257142857143
695,946,Female,16,1961-07-17,61,Research Associate,Manufacturing,High Net Worth,N,No,12,2229,NSW,Australia,10,1358.34375,570.14375
696,947,Female,43,1986-03-10,37,Pharmacist,Health,Mass Customer,N,No,10,3021,VIC,Australia,7,1114.28,502.366
697,949,Male,18,1975-09-07,47,Executive Secretary,Health,Mass Customer,N,Yes,3,2010,NSW,Australia,9,1157.5449999999998,550.13
698,951,Male,44,1999-09-29,23,Assistant Media Planner,Entertainment,Mass Customer,N,No,1,2570,NSW,Australia,9,822.4716666666667,532.37
699,952,Female,34,1971-06-13,51,VP Sales,Financial Services,Affluent Customer,N,Yes,6,3752,VIC,Australia,7,1247.834,533.838
700,954,Male,76,1995-02-28,28,VP Quality Control,Manufacturing,Mass Customer,N,Yes,7,3177,VIC,Australia,6,1421.5774999999999,515.5775
701,955,Female,78,1989-10-01,33,Research Nurse,Health,Mass Customer,N,Yes,9,2192,NSW,Australia,9,559.42,355.2257142857143
702,956,Male,19,1960-09-26,62,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,9,2069,NSW,Australia,12,1225.2466666666667,912.92
703,957,Female,80,1994-08-20,28,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,7,3111,VIC,Australia,10,973.6600000000001,447.242
704,958,Male,15,1964-01-14,59,Biostatistician IV,Health,High Net Worth,N,No,18,2023,NSW,Australia,12,911.6883333333332,547.7366666666667
705,960,Male,1,1968-10-10,54,GIS Technical Architect,Health,Mass Customer,N,Yes,12,3030,VIC,Australia,8,1492.8375,613.745
706,961,Female,73,1986-08-10,36,Assistant Manager,Financial Services,Mass Customer,N,No,6,2148,NSW,Australia,8,1039.5900000000001,918.9433333333333
707,964,Female,35,1994-01-24,29,Assistant Professor,Financial Services,High Net Worth,N,No,6,2089,NSW,Australia,12,844.918,441.19800000000004
708,965,Female,86,1997-06-18,25,Structural Engineer,Retail,High Net Worth,N,Yes,5,2641,NSW,Australia,1,1308.1625,341.22749999999996
709,966,Female,70,1978-11-05,44,Speech Pathologist,Retail,High Net Worth,N,Yes,5,4212,QLD,Australia,10,471.4025,339.4675
710,967,Female,44,1999-10-04,23,Sales Associate,Manufacturing,Affluent Customer,N,Yes,1,3241,VIC,Australia,5,1493.6925,544.105
711,968,Male,96,1955-06-16,67,Accountant IV,IT,High Net Worth,N,Yes,16,2450,NSW,Australia,6,1286.21875,674.1542857142857
712,969,Female,20,1978-09-19,44,Health Coach IV,Health,High Net Worth,N,Yes,18,4209,QLD,Australia,5,1393.676,835.066
713,970,Female,2,1980-06-26,42,VP Accounting,Financial Services,High Net Worth,N,Yes,14,2026,NSW,Australia,10,1247.534,679.3720000000001
714,971,Male,11,1988-10-25,34,Geologist I,Manufacturing,High Net Worth,N,No,22,3428,VIC,Australia,7,1172.514,369.358
715,972,Female,81,1981-07-23,41,Project Manager,Retail,Mass Customer,N,Yes,10,4227,QLD,Australia,5,1659.4049999999997,579.905
716,973,Female,46,1979-08-02,43,Data Coordiator,Health,High Net Worth,N,No,15,3806,VIC,Australia,7,1590.5325,760.55125
717,976,Male,10,1971-10-21,51,Graphic Designer,Financial Services,Affluent Customer,N,No,10,3175,VIC,Australia,8,1118.4266666666665,479.98
718,979,Female,42,1959-12-25,63,Budget/Accounting Analyst I,Manufacturing,High Net Worth,N,No,12,3173,VIC,Australia,9,1497.364,745.982
719,980,Female,19,1978-01-23,45,Registered Nurse,Health,Mass Customer,N,No,8,2289,NSW,Australia,8,1259.808,645.432
720,982,Male,14,1960-02-12,63,Geologist III,Health,High Net Worth,N,Yes,6,2250,NSW,Australia,6,465.79166666666674,308.46999999999997
721,984,Male,89,1954-03-25,69,Programmer I,Manufacturing,Affluent Customer,N,No,16,3111,VIC,Australia,7,776.0899999999999,489.28625
722,985,Female,29,1970-09-30,52,Help Desk Operator,Retail,High Net Worth,N,No,15,4500,QLD,Australia,4,1388.5475000000001,965.82
723,986,Male,3,1994-10-05,28,Office Assistant I,Manufacturing,Mass Customer,N,Yes,8,4825,QLD,Australia,3,1084.165,550.04375
724,987,Male,89,1974-08-29,48,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,11,4213,QLD,Australia,9,1122.45625,474.92375000000004
725,988,Female,35,1981-01-15,42,Director of Sales,Manufacturing,High Net Worth,N,No,7,4161,QLD,Australia,6,384.57,262.6
726,989,Female,43,1982-05-24,41,Project Manager,Financial Services,Mass Customer,N,No,17,4018,QLD,Australia,4,1130.3533333333332,503.6820000000001
727,990,Female,56,1976-04-13,47,Administrative Officer,Manufacturing,Mass Customer,N,Yes,14,2560,NSW,Australia,7,1205.9428571428573,869.7299999999999
728,991,Female,11,1991-11-29,31,Financial Analyst,Financial Services,Mass Customer,N,Yes,10,3757,VIC,Australia,9,1295.7166666666667,853.1166666666667
729,993,Female,71,1977-02-18,46,Account Coordinator,Argiculture,High Net Worth,N,No,17,2871,NSW,Australia,3,898.5322222222222,594.2111111111111
730,994,Female,62,1977-11-14,45,Librarian,Entertainment,Affluent Customer,N,Yes,5,3141,VIC,Australia,10,780.202,366.274
731,995,Male,16,1965-11-12,57,Information Systems Manager,Health,Mass Customer,N,Yes,19,4034,QLD,Australia,5,1339.862857142857,373.48142857142864
732,997,Male,30,1981-07-03,41,Teacher,Telecommunications,Mass Customer,N,Yes,13,2146,NSW,Australia,9,913.9614285714285,496.34857142857146
733,998,Female,66,1965-12-13,57,Speech Pathologist,Manufacturing,Affluent Customer,N,Yes,5,2768,NSW,Australia,9,782.7750000000001,490.05
734,1000,Female,44,1978-08-07,44,Compensation Analyst,Financial Services,Mass Customer,N,No,11,3136,VIC,Australia,9,1131.5222222222224,533.3577777777778
735,1001,Male,63,1979-08-27,43,Recruiter,Retail,Mass Customer,N,No,14,4869,QLD,Australia,3,890.5014285714286,478.4742857142857
736,1003,Female,35,1968-02-03,55,Paralegal,Financial Services,High Net Worth,N,No,18,4078,QLD,Australia,7,1012.3544444444445,423.42333333333335
737,1004,Male,35,1975-07-09,47,Business Systems Development Analyst,IT,High Net Worth,N,No,22,3182,VIC,Australia,6,1406.3116666666667,806.1550000000001
738,1005,Female,94,1967-09-15,55,Design Engineer,IT,High Net Worth,N,Yes,8,2165,NSW,Australia,9,1572.752,699.702
739,1006,Male,15,1977-08-10,45,Quality Control Specialist,Telecommunications,Affluent Customer,N,Yes,19,3046,VIC,Australia,8,1185.15625,599.215
740,1009,Female,16,1957-05-09,66,Research Associate,Manufacturing,High Net Worth,N,Yes,13,4380,QLD,Australia,9,1157.472,680.47
741,1010,Male,24,1963-01-26,60,Nurse,Financial Services,Affluent Customer,N,No,17,2340,NSW,Australia,4,704.1875,371.74333333333334
742,1011,Female,42,1985-07-19,37,Occupational Therapist,Health,High Net Worth,N,Yes,10,2769,NSW,Australia,9,1313.3933333333334,846.9133333333333
743,1013,Female,53,1976-09-06,46,Physical Therapy Assistant,Retail,High Net Worth,N,No,17,2179,NSW,Australia,8,1201.2616666666665,790.63
744,1014,Male,60,1960-10-14,62,Senior Developer,Property,Mass Customer,N,Yes,8,2527,NSW,Australia,8,895.6785714285714,333.7085714285714
745,1015,Male,7,1955-04-01,68,Web Developer I,Health,Mass Customer,N,No,17,3024,VIC,Australia,8,1182.7983333333334,826.6533333333333
746,1016,Male,0,1959-08-12,63,Legal Assistant,IT,Mass Customer,N,Yes,17,3934,VIC,Australia,11,949.6333333333333,768.4633333333333
747,1017,Female,88,1979-01-09,44,Assistant Media Planner,Entertainment,High Net Worth,N,No,16,2027,NSW,Australia,11,1744.8933333333334,791.93
748,1018,Male,1,1994-11-27,28,Help Desk Operator,Manufacturing,Mass Customer,N,Yes,7,3109,VIC,Australia,10,1232.976,733.4159999999999
749,1019,Male,42,1973-11-19,49,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14,2540,NSW,Australia,8,1161.0700000000002,592.49
750,1021,Male,16,1977-10-02,45,Mechanical Systems Engineer,Retail,High Net Worth,N,No,7,2761,NSW,Australia,8,1203.05625,572.02375
751,1022,Female,56,1990-03-04,33,Assistant Manager,Financial Services,Affluent Customer,N,Yes,14,2136,NSW,Australia,10,1632.28,343.382
752,1024,Female,17,1992-06-05,31,Social Worker,Health,High Net Worth,N,Yes,2,3124,VIC,Australia,9,1199.0037499999999,628.93375
753,1025,Male,69,1997-07-30,25,Quality Engineer,IT,Mass Customer,N,Yes,5,3046,VIC,Australia,8,1017.66125,792.64625
754,1027,Male,33,1966-10-07,56,Statistician I,Financial Services,Affluent Customer,N,No,18,2069,NSW,Australia,12,1096.6916666666666,855.1183333333333
755,1030,Female,9,1962-05-05,61,Food Chemist,Health,Mass Customer,N,No,5,3225,VIC,Australia,7,1368.975,781.65
756,1031,Male,75,1983-09-15,39,Junior Executive,Manufacturing,Mass Customer,N,No,6,4053,QLD,Australia,7,784.3100000000001,296.34999999999997
757,1035,Female,77,1976-11-02,46,Operator,Retail,Affluent Customer,N,Yes,5,2214,NSW,Australia,9,442.3533333333334,280.5333333333333
758,1036,Female,6,1969-11-28,53,Paralegal,Financial Services,Mass Customer,N,Yes,12,2041,NSW,Australia,12,1425.0520000000001,667.652
759,1037,Female,95,1956-08-08,66,Human Resources Assistant II,Financial Services,Mass Customer,N,No,10,2031,NSW,Australia,11,865.6475,569.5925
760,1040,Female,78,1975-03-04,48,Food Chemist,Health,High Net Worth,N,No,9,4556,QLD,Australia,8,1018.1625,576.055
761,1042,Male,0,1976-01-14,47,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,11,2216,NSW,Australia,11,1528.5900000000001,604.8000000000001
762,1043,Male,34,1986-10-20,36,Sales Associate,Financial Services,Mass Customer,N,Yes,16,4573,QLD,Australia,7,1431.343,507.58625
763,1047,Male,39,1978-09-03,44,VP Accounting,Financial Services,Affluent Customer,N,No,11,2871,NSW,Australia,7,859.35875,582.6175000000001
764,1049,Male,35,1996-03-02,27,Software Consultant,Property,Mass Customer,N,No,2,3082,VIC,Australia,8,1113.005,664.3729999999999
765,1050,Female,7,1973-07-29,49,Software Consultant,Telecommunications,Mass Customer,N,Yes,15,2131,NSW,Australia,11,787.02,364.41499999999996
766,1051,Female,34,1977-09-29,45,Help Desk Technician,Property,High Net Worth,N,Yes,14,3207,VIC,Australia,10,975.762,716.824
767,1052,Female,31,1986-02-02,37,Junior Executive,Financial Services,High Net Worth,N,No,3,3184,VIC,Australia,11,1413.0683333333334,869.6816666666667
768,1054,Male,27,1983-08-09,39,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,13,2118,NSW,Australia,11,1054.21875,628.44875
769,1055,Female,30,1988-06-08,35,Data Coordiator,Manufacturing,Mass Customer,N,No,12,2570,NSW,Australia,10,462.03,290.40999999999997
770,1056,Male,96,1966-12-18,56,Software Test Engineer IV,Manufacturing,Affluent Customer,N,No,6,2260,NSW,Australia,7,1131.467142857143,566.55
771,1057,Female,73,1969-04-06,54,Registered Nurse,Health,Mass Customer,N,No,5,2065,NSW,Australia,12,1415.9425,633.3325
772,1058,Female,37,1987-10-24,35,Research Assistant IV,Retail,Affluent Customer,N,Yes,4,3977,VIC,Australia,6,769.5733333333334,516.3833333333333
773,1059,Female,68,1968-02-16,55,Account Representative III,Entertainment,High Net Worth,N,Yes,6,2016,NSW,Australia,11,1224.905,415.49
774,1060,Female,88,1961-11-23,61,Associate Professor,Argiculture,Affluent Customer,N,Yes,13,2112,NSW,Australia,11,1601.1283333333333,1188.5816666666667
775,1061,Male,34,1988-11-07,34,Speech Pathologist,Financial Services,Mass Customer,N,No,19,2137,NSW,Australia,12,676.1266666666667,486.47
776,1063,Male,22,1987-03-01,36,Actuary,Financial Services,Affluent Customer,N,Yes,13,2217,NSW,Australia,10,972.2033333333334,453.4216666666667
777,1064,Male,3,1977-06-13,45,Librarian,Entertainment,Affluent Customer,N,Yes,8,2223,NSW,Australia,8,1801.5566666666666,1335.4233333333334
778,1065,Male,8,1962-06-27,60,Quality Engineer,Financial Services,Mass Customer,N,Yes,8,2018,NSW,Australia,9,784.9433333333333,326.0566666666667
779,1066,Male,45,1995-10-06,27,Recruiter,Telecommunications,High Net Worth,N,No,12,3109,VIC,Australia,10,879.1766666666666,413.5166666666667
780,1067,Female,13,1965-05-17,58,Engineer IV,Financial Services,Mass Customer,N,Yes,13,2315,NSW,Australia,9,927.465,556.48
781,1069,Male,85,1976-04-15,47,Web Designer I,Telecommunications,Mass Customer,N,No,15,4053,QLD,Australia,7,1382.1,985.5619999999999
782,1072,Male,60,1957-06-01,66,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8,2452,NSW,Australia,3,1232.5266666666666,531.7533333333333
783,1075,Male,26,1967-07-25,55,Administrative Officer,Manufacturing,High Net Worth,N,No,7,2880,NSW,Australia,1,946.2814285714286,725.9499999999999
784,1076,Male,33,2000-06-06,23,Pharmacist,Health,Affluent Customer,N,No,2,2515,NSW,Australia,9,1199.175,523.7966666666667
785,1078,Male,69,1976-06-05,47,Executive Secretary,Manufacturing,Mass Customer,N,No,20,2193,NSW,Australia,9,852.85,548.05
786,1079,Male,70,1978-01-03,45,Nurse Practicioner,Manufacturing,Mass Customer,N,No,18,2064,NSW,Australia,9,957.2774999999999,380.53000000000003
787,1080,Female,70,1999-12-26,23,Speech Pathologist,Property,Mass Customer,N,Yes,2,4220,QLD,Australia,9,1044.4766666666667,425.27
788,1081,Female,25,1985-10-21,37,Social Worker,Health,Mass Customer,N,No,16,2450,NSW,Australia,8,1223.944,578.366
789,1084,Female,54,1994-05-18,29,Accounting Assistant I,Retail,Affluent Customer,N,No,8,2322,NSW,Australia,4,1039.7318181818182,441.4990909090909
790,1085,Male,4,1975-09-12,47,Internal Auditor,Health,Mass Customer,N,No,8,4509,QLD,Australia,7,621.9250000000001,351.5125
791,1086,Male,84,1989-06-21,33,Statistician IV,Property,Mass Customer,N,Yes,4,3138,VIC,Australia,9,960.0244444444446,437.1744444444444
792,1087,Female,39,1979-09-18,43,Financial Analyst,Financial Services,Mass Customer,N,Yes,8,3029,VIC,Australia,5,1178.5966666666666,671.4066666666666
793,1089,Female,90,1988-09-17,34,Product Engineer,Property,Affluent Customer,N,No,12,3136,VIC,Australia,9,886.1214285714286,550.5085714285714
794,1090,Female,15,1975-07-15,47,Computer Systems Analyst II,Telecommunications,Affluent Customer,N,No,17,2121,NSW,Australia,11,840.3471428571429,621.9171428571428
795,1092,Female,56,1935-08-22,87,VP Quality Control,Retail,Mass Customer,N,No,5,3337,VIC,Australia,3,978.7439999999999,729.6899999999999
796,1094,Male,48,1975-12-27,47,Dental Hygienist,Health,High Net Worth,N,No,19,4074,QLD,Australia,7,1036.4457142857143,517.5457142857143
797,1095,Female,2,1958-08-29,64,Project Manager,Health,Mass Customer,N,No,6,2101,NSW,Australia,9,1729.0099999999998,604.425
798,1096,Male,33,1969-11-29,53,Software Test Engineer I,Health,High Net Worth,N,No,14,2153,NSW,Australia,9,773.074,355.704
799,1097,Female,71,1968-01-31,55,Engineer II,Financial Services,Mass Customer,N,Yes,18,2164,NSW,Australia,8,1091.9524999999999,570.5733333333334
800,1098,Female,99,1989-02-01,34,Administrative Assistant IV,Financial Services,Mass Customer,N,Yes,12,2160,NSW,Australia,9,949.28625,464.39375
801,1099,Male,12,1975-01-13,48,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,11,2756,NSW,Australia,8,624.48,532.88
802,1100,Male,59,1983-01-02,40,Engineer I,Manufacturing,Mass Customer,N,No,15,4510,QLD,Australia,3,922.4499999999999,572.0400000000001
803,1102,Female,16,1976-08-17,46,Recruiting Manager,Manufacturing,Affluent Customer,N,No,15,2647,NSW,Australia,3,1104.1225,475.9425
804,1103,Female,76,1978-01-30,45,Financial Advisor,Financial Services,High Net Worth,N,Yes,20,2154,NSW,Australia,10,1287.3266666666666,673.3366666666667
805,1104,Female,82,1959-12-31,63,Programmer III,Retail,Mass Customer,N,No,8,2565,NSW,Australia,6,922.6142857142858,555.6185714285714
806,1106,Female,2,1962-12-17,60,Software Consultant,Retail,Mass Customer,N,No,15,3185,VIC,Australia,11,1230.9411111111112,598.54
807,1107,Female,70,1974-07-17,48,Social Worker,Health,High Net Worth,N,No,18,2164,NSW,Australia,9,732.3983333333334,403.72666666666663
808,1108,Female,86,1962-03-06,61,Dental Hygienist,Health,Mass Customer,N,No,17,2323,NSW,Australia,5,447.5,112.8475
809,1109,Male,21,1989-09-01,33,Web Developer II,Entertainment,High Net Worth,N,No,6,3130,VIC,Australia,9,803.6733333333333,575.9399999999999
810,1110,Male,73,1991-03-17,32,Information Systems Manager,Retail,High Net Worth,N,No,12,3757,VIC,Australia,7,1218.3933333333332,456.04333333333335
